Species	TE	location	chr	length	len_proportion
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	868	1
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_38	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	865	0.996543779
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	868	1
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_39	U	869	1.001152074
Dsim	ETS	Contig_40	U	866	0.997695853
Dsim	ETS	Contig_40	U	869	1.001152074
Dsim	ETS	Contig_40	U	869	1.001152074
Dsim	ETS	Contig_40	U	868	1
Dsim	ETS	Contig_40	U	869	1.001152074
Dsim	ETS	Contig_40	U	867	0.998847926
Dsim	ETS	Contig_41	U	869	1.001152074
Dsim	ETS	Contig_41	U	869	1.001152074
Dsim	ETS	Contig_41	U	869	1.001152074
Dsim	ETS	Contig_41	U	336	0.387096774
Dsim	ETS	Contig_41	U	861	0.991935484
Dsim	ETS	Contig_42	U	869	1.001152074
Dsim	ETS	Contig_42	U	869	1.001152074
Dsim	ETS	Contig_42	U	869	1.001152074
Dsim	ETS	Contig_42	U	764	0.880184332
Dsim	ETS	Contig_42	U	869	1.001152074
Dsim	ETS	Contig_42	U	602	0.693548387
Dsim	ETS	Contig_43	U	869	1.001152074
Dsim	ETS	Contig_43	U	866	0.997695853
Dsim	ETS	Contig_44	U	867	0.998847926
Dsim	ETS	Contig_44	U	866	0.997695853
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_44	U	869	1.001152074
Dsim	ETS	Contig_45	U	337	0.388248848
Dsim	ETS	Contig_45	U	869	1.001152074
Dsim	ETS	Contig_45	U	869	1.001152074
Dsim	ETS	Contig_45	U	869	1.001152074
Dsim	ETS	Contig_45	U	867	0.998847926
Dsim	ETS	Contig_46	U	869	1.001152074
Dsim	ETS	Contig_46	U	869	1.001152074
Dsim	ETS	Contig_46	U	869	1.001152074
Dsim	ETS	Contig_46	U	867	0.998847926
Dsim	ETS	Contig_48	U	860	0.99078341
Dsim	ETS	Contig_48	U	869	1.001152074
Dsim	ETS	Contig_48	U	869	1.001152074
Dsim	ETS	Contig_48	U	869	1.001152074
Dsim	ETS	Contig_48	U	869	1.001152074
Dsim	ETS	Contig_49	U	869	1.001152074
Dsim	ETS	Contig_49	U	869	1.001152074
Dsim	ETS	Contig_50	U	869	1.001152074
Dsim	ETS	Contig_50	U	869	1.001152074
Dsim	ETS	Contig_50	U	869	1.001152074
Dsim	ETS	Contig_50	U	843	0.971198157
Dsim	ETS	Contig_51	U	869	1.001152074
Dsim	ETS	Contig_51	U	869	1.001152074
Dsim	ETS	Contig_51	U	869	1.001152074
Dsim	ETS	Contig_51	U	869	1.001152074
Dsim	ETS	Contig_51	U	870	1.002304147
Dsim	ETS	Contig_52	U	869	1.001152074
Dsim	ETS	Contig_52	U	869	1.001152074
Dsim	ETS	Contig_53	U	869	1.001152074
Dsim	ETS	Contig_53	U	869	1.001152074
Dsim	ETS	Contig_53	U	869	1.001152074
Dsim	ETS	Contig_54	U	869	1.001152074
Dsim	ETS	Contig_54	U	869	1.001152074
Dsim	ETS	Contig_55	U	864	0.995391705
Dsim	ETS	Contig_55	U	869	1.001152074
Dsim	ETS	Contig_55	U	869	1.001152074
Dsim	ETS	Contig_56	U	869	1.001152074
Dsim	ETS	Contig_56	U	869	1.001152074
Dsim	ETS	Contig_56	U	869	1.001152074
Dsim	ETS	Contig_57	U	866	0.997695853
Dsim	ETS	Contig_57	U	864	0.995391705
Dsim	ETS	Contig_58	U	869	1.001152074
Dsim	ETS	Contig_58	U	869	1.001152074
Dsim	ETS	Contig_58	U	867	0.998847926
Dsim	ETS	Contig_59	U	869	1.001152074
Dsim	ETS	Contig_59	U	869	1.001152074
Dsim	ETS	Contig_59	U	869	1.001152074
Dsim	ETS	Contig_60	U	869	1.001152074
Dsim	ETS	Contig_60	U	869	1.001152074
Dsim	ETS	Contig_60	U	869	1.001152074
Dsim	ETS	Contig_61	U	869	1.001152074
Dsim	ETS	Contig_64	U	863	0.994239631
Dsim	ETS	Contig_64	U	869	1.001152074
Dsim	ETS	Contig_64	U	900	1.036866359
Dsim	ETS	Contig_65	U	869	1.001152074
Dsim	ETS	Contig_65	U	869	1.001152074
Dsim	ETS	Contig_7	U	118	0.143203883
Dsim	ETS	Contig_7	U	875	1.008064516
Dsim	ETS	Segkk144	A	869	1.001152074
Dsim	ETS	Y_Contig_47	Y	869	1.001152074
Dsim	ETS	Y_Contig_47	Y	869	1.001152074
Dsim	ETS	Y_scaffold2	Y	152	0.175115207
Dsim	ETS	Y_scaffold2	Y	723	0.832949309
Dmau	IGS	Contig10	U	183	0.7625
Dmau	IGS	Contig10	U	174	0.725
Dmau	IGS	Contig10	U	175	0.729166667
Dmau	IGS	Contig10	U	167	0.695833333
Dmau	IGS	Contig10	U	175	0.729166667
Dmau	IGS	Contig10	U	194	0.808333333
Dmau	IGS	Contig10	U	135	0.5625
Dmau	IGS	Contig10	U	30	0.125
Dmau	IGS	Contig10	U	13	0.054166667
Dmau	IGS	Contig10	U	183	0.7625
Dmau	IGS	Contig10	U	175	0.729166667
Dmau	IGS	Contig10	U	194	0.808333333
Dmau	IGS	Contig10	U	234	0.975
Dmau	IGS	Contig10	U	207	0.8625
Dmau	IGS	Contig10	U	174	0.725
Dmau	IGS	Contig10	U	175	0.729166667
Dmau	IGS	Contig10	U	175	0.729166667
Dmau	IGS	Contig10	U	38	0.158333333
Dmau	IGS	Contig10	U	131	0.545833333
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	154	0.641666667
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	153	0.6375
Dmau	IGS	Contig102	U	196	0.816666667
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig102	U	107	0.445833333
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	167	0.695833333
Dmau	IGS	Contig102	U	173	0.720833333
Dmau	IGS	Contig102	U	190	0.791666667
Dmau	IGS	Contig102	U	232	0.966666667
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	183	0.7625
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	175	0.729166667
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	215	0.895833333
Dmau	IGS	Contig102	U	174	0.725
Dmau	IGS	Contig102	U	175	0.729166667
Dmau	IGS	Contig102	U	167	0.695833333
Dmau	IGS	Contig102	U	176	0.733333333
Dmau	IGS	Contig102	U	194	0.808333333
Dmau	IGS	Contig102	U	230	0.958333333
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	213	0.8875
Dmau	IGS	Contig102	U	233	0.970833333
Dmau	IGS	Contig102	U	189	0.7875
Dmau	IGS	Contig102	U	27	0.1125
Dmau	IGS	Contig102	U	102	0.425
Dmau	IGS	Contig102	U	189	0.7875
Dmau	IGS	Contig102	U	177	0.7375
Dmau	IGS	Contig102	U	356	1.483333333
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	217	0.904166667
Dmau	IGS	Contig102	U	234	0.975
Dmau	IGS	Contig102	U	191	0.795833333
Dmau	IGS	Contig102	U	28	0.116666667
Dmau	IGS	Contig11	U	73	0.304166667
Dmau	IGS	Contig11	U	248	1.033333333
Dmau	IGS	Contig11	U	233	0.970833333
Dmau	IGS	Contig11	U	123	0.5125
Dmau	IGS	Contig11	U	170	0.708333333
Dmau	IGS	Contig11	U	174	0.725
Dmau	IGS	Contig11	U	170	0.708333333
Dmau	IGS	Contig11	U	133	0.554166667
Dmau	IGS	Contig11	U	191	0.795833333
Dmau	IGS	Contig11	U	234	0.975
Dmau	IGS	Contig11	U	234	0.975
Dmau	IGS	Contig11	U	234	0.975
Dmau	IGS	Contig11	U	194	0.808333333
Dmau	IGS	Contig11	U	175	0.729166667
Dmau	IGS	Contig11	U	185	0.770833333
Dmau	IGS	Contig11	U	175	0.729166667
Dmau	IGS	Contig11	U	167	0.695833333
Dmau	IGS	Contig11	U	175	0.729166667
Dmau	IGS	Contig11	U	183	0.7625
Dmau	IGS	Contig113	U	73	0.304166667
Dmau	IGS	Contig113	U	191	0.795833333
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	194	0.808333333
Dmau	IGS	Contig113	U	176	0.733333333
Dmau	IGS	Contig113	U	174	0.725
Dmau	IGS	Contig113	U	183	0.7625
Dmau	IGS	Contig113	U	73	0.304166667
Dmau	IGS	Contig113	U	191	0.795833333
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	234	0.975
Dmau	IGS	Contig113	U	194	0.808333333
Dmau	IGS	Contig113	U	176	0.733333333
Dmau	IGS	Contig113	U	174	0.725
Dmau	IGS	Contig113	U	183	0.7625
Dmau	IGS	Contig113	U	73	0.304166667
Dmau	IGS	Contig113	U	188	0.783333333
Dmau	IGS	Contig113	U	231	0.9625
Dmau	IGS	Contig113	U	233	0.970833333
Dmau	IGS	Contig113	U	229	0.954166667
Dmau	IGS	Contig113	U	228	0.95
Dmau	IGS	Contig113	U	233	0.970833333
Dmau	IGS	Contig113	U	192	0.8
Dmau	IGS	Contig113	U	172	0.716666667
Dmau	IGS	Contig113	U	348	1.45
Dmau	IGS	Contig114	U	182	0.758333333
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	170	0.708333333
Dmau	IGS	Contig114	U	190	0.791666667
Dmau	IGS	Contig114	U	230	0.958333333
Dmau	IGS	Contig114	U	225	0.9375
Dmau	IGS	Contig114	U	228	0.95
Dmau	IGS	Contig114	U	232	0.966666667
Dmau	IGS	Contig114	U	229	0.954166667
Dmau	IGS	Contig114	U	229	0.954166667
Dmau	IGS	Contig114	U	230	0.958333333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	183	0.7625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	194	0.808333333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	183	0.7625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	193	0.804166667
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	183	0.7625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	194	0.808333333
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	183	0.7625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	194	0.808333333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	213	0.8875
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	374	1.558333333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	207	0.8625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	194	0.808333333
Dmau	IGS	Contig114	U	233	0.970833333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	233	0.970833333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig114	U	183	0.7625
Dmau	IGS	Contig114	U	174	0.725
Dmau	IGS	Contig114	U	176	0.733333333
Dmau	IGS	Contig114	U	194	0.808333333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	233	0.970833333
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	234	0.975
Dmau	IGS	Contig114	U	191	0.795833333
Dmau	IGS	Contig114	U	28	0.116666667
Dmau	IGS	Contig116	U	70	0.291666667
Dmau	IGS	Contig116	U	191	0.795833333
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	194	0.808333333
Dmau	IGS	Contig116	U	176	0.733333333
Dmau	IGS	Contig116	U	174	0.725
Dmau	IGS	Contig116	U	183	0.7625
Dmau	IGS	Contig116	U	183	0.7625
Dmau	IGS	Contig116	U	174	0.725
Dmau	IGS	Contig116	U	176	0.733333333
Dmau	IGS	Contig116	U	194	0.808333333
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	230	0.958333333
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	191	0.795833333
Dmau	IGS	Contig116	U	28	0.116666667
Dmau	IGS	Contig116	U	183	0.7625
Dmau	IGS	Contig116	U	172	0.716666667
Dmau	IGS	Contig116	U	173	0.720833333
Dmau	IGS	Contig116	U	192	0.8
Dmau	IGS	Contig116	U	234	0.975
Dmau	IGS	Contig116	U	228	0.95
Dmau	IGS	Contig116	U	232	0.966666667
Dmau	IGS	Contig116	U	227	0.945833333
Dmau	IGS	Contig116	U	230	0.958333333
Dmau	IGS	Contig116	U	156	0.65
Dmau	IGS	Contig116	U	28	0.116666667
Dmau	IGS	Contig119	U	70	0.291666667
Dmau	IGS	Contig119	U	191	0.795833333
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	194	0.808333333
Dmau	IGS	Contig119	U	166	0.691666667
Dmau	IGS	Contig119	U	167	0.695833333
Dmau	IGS	Contig119	U	175	0.729166667
Dmau	IGS	Contig119	U	183	0.7625
Dmau	IGS	Contig119	U	133	0.554166667
Dmau	IGS	Contig119	U	191	0.795833333
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	234	0.975
Dmau	IGS	Contig119	U	194	0.808333333
Dmau	IGS	Contig119	U	176	0.733333333
Dmau	IGS	Contig119	U	174	0.725
Dmau	IGS	Contig119	U	182	0.758333333
Dmau	IGS	Contig121	U	183	0.7625
Dmau	IGS	Contig121	U	174	0.725
Dmau	IGS	Contig121	U	176	0.733333333
Dmau	IGS	Contig121	U	194	0.808333333
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	207	0.8625
Dmau	IGS	Contig121	U	174	0.725
Dmau	IGS	Contig121	U	176	0.733333333
Dmau	IGS	Contig121	U	194	0.808333333
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	192	0.8
Dmau	IGS	Contig121	U	28	0.116666667
Dmau	IGS	Contig121	U	183	0.7625
Dmau	IGS	Contig121	U	174	0.725
Dmau	IGS	Contig121	U	176	0.733333333
Dmau	IGS	Contig121	U	194	0.808333333
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	234	0.975
Dmau	IGS	Contig121	U	233	0.970833333
Dmau	IGS	Contig121	U	230	0.958333333
Dmau	IGS	Contig121	U	191	0.795833333
Dmau	IGS	Contig121	U	27	0.1125
Dmau	IGS	Contig14	U	121	0.504166667
Dmau	IGS	Contig14	U	196	0.816666667
Dmau	IGS	Contig14	U	234	0.975
Dmau	IGS	Contig14	U	194	0.808333333
Dmau	IGS	Contig14	U	163	0.679166667
Dmau	IGS	Contig14	U	73	0.304166667
Dmau	IGS	Contig14	U	233	0.970833333
Dmau	IGS	Contig14	U	234	0.975
Dmau	IGS	Contig14	U	234	0.975
Dmau	IGS	Contig14	U	193	0.804166667
Dmau	IGS	Contig14	U	163	0.679166667
Dmau	IGS	Contig14	U	87	0.3625
Dmau	IGS	Contig14	U	234	0.975
Dmau	IGS	Contig14	U	234	0.975
Dmau	IGS	Contig14	U	194	0.808333333
Dmau	IGS	Contig14	U	163	0.679166667
Dmau	IGS	Contig147	U	231	0.9625
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	192	0.8
Dmau	IGS	Contig147	U	167	0.695833333
Dmau	IGS	Contig147	U	175	0.729166667
Dmau	IGS	Contig147	U	174	0.725
Dmau	IGS	Contig147	U	183	0.7625
Dmau	IGS	Contig147	U	70	0.291666667
Dmau	IGS	Contig147	U	191	0.795833333
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	148	0.616666667
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	148	0.616666667
Dmau	IGS	Contig147	U	194	0.808333333
Dmau	IGS	Contig147	U	167	0.695833333
Dmau	IGS	Contig147	U	183	0.7625
Dmau	IGS	Contig147	U	70	0.291666667
Dmau	IGS	Contig147	U	191	0.795833333
Dmau	IGS	Contig147	U	233	0.970833333
Dmau	IGS	Contig147	U	216	0.9
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	194	0.808333333
Dmau	IGS	Contig147	U	175	0.729166667
Dmau	IGS	Contig147	U	173	0.720833333
Dmau	IGS	Contig147	U	170	0.708333333
Dmau	IGS	Contig147	U	70	0.291666667
Dmau	IGS	Contig147	U	190	0.791666667
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	215	0.895833333
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	230	0.958333333
Dmau	IGS	Contig147	U	194	0.808333333
Dmau	IGS	Contig147	U	176	0.733333333
Dmau	IGS	Contig147	U	167	0.695833333
Dmau	IGS	Contig147	U	175	0.729166667
Dmau	IGS	Contig147	U	174	0.725
Dmau	IGS	Contig147	U	215	0.895833333
Dmau	IGS	Contig147	U	234	0.975
Dmau	IGS	Contig147	U	195	0.8125
Dmau	IGS	Contig147	U	175	0.729166667
Dmau	IGS	Contig147	U	175	0.729166667
Dmau	IGS	Contig147	U	174	0.725
Dmau	IGS	Contig147	U	183	0.7625
Dmau	IGS	Contig147	U	233	0.970833333
Dmau	IGS	Contig147	U	233	0.970833333
Dmau	IGS	Contig147	U	194	0.808333333
Dmau	IGS	Contig147	U	176	0.733333333
Dmau	IGS	Contig147	U	167	0.695833333
Dmau	IGS	Contig147	U	174	0.725
Dmau	IGS	Contig147	U	108	0.45
Dmau	IGS	Contig147	U	70	0.291666667
